subject_id,brand,description,specTableContent,title
2205297,"""HP Enterprise""","""Description:Genuine HPE 1GB PC2-5300DDR2 (2x512MB) Memory KitPart Number(s)
Option Part# 408850-B21 (2 x 512MB)"" ", Specifications: Category Proliant Memory Sub-Category Genuine HP Memory Generation 667MHz Part Number 408850-B21 Products ID 143097 Storage Capacity 1GB ( 2 x 512MB ) Upgrade Type System Specific Technology DDR II SDRAM Memory Speed 667MHz (PC2-5300) Application Server Memory Server Model HP Proliant Compatibility HP Proliant Servers Manufacturer Hewlett-Packard HP Serial Number Yes HP Logo Yes Guaranteed Genuine HP Yes 408850-B21 Compatible Servers: BL260c G5 BL2x220c G5 BL45p G2 BL465c G1 BL465c G5 BL685c G1 BL685c G5 DL145 G3 DL165 G5 DL180 G5 DL185 G5 DL365 G1 DL365 G5 DL385 G2 DL385 G5 DL585 G2 DL585 G5 ML150 G5," ""408850-B21 HP 1GB (2x512MB) PC2-5300 SDRAM Kit"", ""Null"" ""New 408850-B21 Kit Wholesale Price 408850-B21"""
13537792,"""HP Enterprise""","""Description:StorageWorks 72.8GB 10K Fibre Channel 40 pin 2GB/s HotSwap FCAL Hard DriveGenuine HPE serial number and firmwarePart Number(s)
Option Part# 238921-B21
Spare Part# 244448-001
Assembly Part# 359461-001
Model# BD0725822B
2-5-2 Part# FE-19980-01"" ", Specifications: Category Storageworks HDD Sub-Category 10K Generation Fibre Channel Part Number 359461-001 Products ID 144406 Type Hard Drive Hot-Swap Form Factor 3.5 inch x 1 inch Plug-in Module Capacity 72.8GB Interface Type FC-AL Data Transfer Rate 2GB/s Rotational Speed 10000RPM Pins 40 Manufacturer HP/Compaq Pre-Failure Warranty Yes," ""359461-001 HP 72.8-GB 10K FC-AL HDD"", ""Null"" Price 359461-001"" ""New 359461-001 HDD Wholesale"
16149193,"""HP Enterprise"""," ""Description:Genuine HPE 1GB (1x1GB) PC3-10600 UnbufferedCAS-9 Single Rank x 8 Memory KitPart Number(s) Option Part# 500668-B21 (1 module per Kit) HP SmartBuy 500668-S21 Spare 501539-001 Assembly 500208-061 Kit)""", Specifications: Category Proliant Memory Sub-Category Genuine HP Memory Generation 1333MHz Part Number 500668-B21 Products ID 456458 Storage Capacity 1GB (1 x 1GB) Technology Unbuffered ECC DIMM Form Factor DIMM 240-pin Memory Speed 1333MHz (PC3-10600E-9) Rank Single Rank Application Server Memory Server Model HP Proliant Compatibility HP Proliant Servers Manufacturer Hewlett-Packard HP Serial Number Yes HP Logo Yes Guaranteed Genuine HP Yes 500668-B21 Compatible Servers: BL280c G6 G7 BL460c G6 G7 DL1000 DL120 G6 DL160 G6 G7 DL160se G6 G7 DL170h DL180 G6 G7 DL320 G6 G7 DL360 G6 G7 DL370 G6 G7 DL380 G6 G7 ML150 G6 G7 ML330 G6 G7 ML350 G6 G7 ML370 G6," ""500668-B21 HP 1GB (1x1GB) PC3-10600 UDIMM"" ""Null"""
10031415,,," Categorie Geheugen intern Merk HP Product HP 408850-B21 Uitvoering HP 408850-B21 EAN 0882780315754, 4053162140226, 4948382442970, 5051964054597, 5711045864308, 8827803157548 SKU 408850-B21 Tweakers ID 218126 Productprijs € 14,52 Pakketpost Nederland € 12,04 iDeal € 0,- Totaal € 26,56 Onjuiste prijs melden"," ""HP 408850-B21 - Prijzen ""@NL Tweakers""@NL"
10001134,"""HP Enterprise"""," ""Description:HP Intelï¿½ Xeonï¿½ E5335 DL140 G3(2.00GHz/4-core/8MB/80W)Full Processor Option KitPart Number(s)Manufacturer Part# 442992-B21""", Specifications: Category Proliant Processor Sub-Category Intel Xeon Generation G3 Part Number 442992-B21 Products ID 458271 Product Type Processor Kit Processor Type Intel Xeon Processor Core Quad-Core Processor Qty 1 Clock Speed 2.0GHz Bus Speed 1333MHz L2 Cache 8MB 64-bit Processing Yes Process Technology 65nm Processor Socket Socket J LGA-771 Thermal Design Power 80W," ""442992-B21 HP Xeon E5335 2.0GHz DL140 G3"" ""Null"""
175790,"""HP Enterprise"""," ""Description:Intelï¿½ Xeonï¿½ 5130 DL140 G3(2.00GHz/2-core/4MB/65W)Full Processor Option KitPart Number(s)Manufacturer Part# 417772-B21""", Specifications: Category Proliant Processor Sub-Category Intel Xeon Generation G3 Part Number 417772-B21 Products ID 458280 Product Type Processor Kit Processor Type Intel Xeon Processor Core Dual-Core Processor Qty 1 Clock Speed 2.00GHz Bus Speed 1333MHz L2 Cache 4MB 64-bit Processing Yes Process Technology 32nm Processor Socket Socket LGA-771 Thermal Design Power 65W," ""417772-B21 HP Xeon 5130 2.0GHz DL140 G3"" ""Null"""
11774848,,"""Kingston DataTraveler 100 G3 - Unidad flash USB - 32 GB - USB 3.0 - negro""@es ",," ""Kingston Technology DataTraveler 100 Generation 3 32GB USB 3""@es ""Almacenamiento Disco Duro o Tarjeta? - Tu tienda online líder con precios más baratos! ""@es"
13025456,"""HP Enterprise"""," ""Description:HP AIT2 50/100GB Tape DrivePart Number(s) Hewlett-Packard Part# 157766-B21"""," Specifications: Category HP Sub-Category Tape Drive Generation 50/100GB Part Number 157766-B21 Products ID 15051 Form Factor Height Half-Height Form Factor Width 3.5 inch Interface Ultra2 SCSI System Type Sun Sparc, PC (Intel x86 Compatible) Tape Format Tape - Digital Linear Tape (DLT)"," ""157766-B21 HP 50-GB Internal Tape Drive"" ""Null"""
12847376,"""Corsair""@en","""The wide body low-pitch blades of the SP120 fans combined with the custom housing provides outstanding static pressure and airflow through heatsinks or radiators.""@en ",," ""Corsair SP120 PWM High Pressure Fan 4 pin, Single Pack (CO-9050013-WW)""@en (CO-9… | OcUK""@en ""▷ Corsair pin"
11600582,"""Null""","""
*This unit has 2 non-functioning USB ports. 

Apple Part Number: MC309LL/A

Hardware Configuration
21.5-inch LED-backlit glossy widescreen TFT LCD display with IPS, 1920x1080 resolution2.5GHz quad-core Intel Core i5 processor4.0GB (2x2.0GB) PC3-10600 (1333MHz) DDR3 SO-DIMM, supports up to 32.0GB500GB Serial ATA hard disk drive @ 7200RPMDVD-RW/CD-RW SuperDrive-DLAMD Radeon HD 6750M graphics with 512MB GDDR5 memoryAirPort Extreme wireless card (802.11a/b/g/n)Bluetooth 2.1 + EDRBuilt-in FaceTime HD camera1- Thunderbolt port4- USB 2.0 ports1- FireWire 800 port1- Ethernet port1- Secure Digital (SDXC) slot"" ",," ""Fair Condition*: Apple iMac 21.5-inch 2.5GHz Quad-Core i5 (Mid 2011) MC309LL/A"" ""iMac 21.5"" 2011)* | macofalltrades"""
714861,"""Null""","""
Apple Part Number: MC309LL/A

Hardware Configuration
21.5-inch LED-backlit glossy widescreen TFT LCD display with IPS, 1920x1080 resolution2.5GHz quad-core Intel Core i5 processor4.0GB (2x2.0GB) PC3-10600 (1333MHz) DDR3 SO-DIMM, supports up to 32.0GB256GB Flash StorageDVD-RW/CD-RW SuperDrive-DLAMD Radeon HD 6750M graphics with 512MB GDDR5 memoryAirPort Extreme wireless card (802.11a/b/g/n)Bluetooth 2.1 + EDRBuilt-in FaceTime HD camera1- Thunderbolt port4- USB 2.0 ports1- FireWire 800 port1- Ethernet port1- Secure Digital (SDXC) slotPower Cable Included"" ",," ""Apple iMac 21.5-inch 2.5GHz Quad-core i5 (Mid 2011) MC309LL/A"" ""iMac 21.5"" | macofalltrades"""
7399384,"""HP Enterprise""","""Description:10 x 400GB Serial Attached SCSI (SAS) 3.5-inch Non-Hot-Plug 10K DP Hard DriveGenuine HPE serial number and firmwarePart Number(s)
Hewlett-Packard Part# 508232-B21
Spare Part# 508429-001"" ", Specifications: Category Proliant Hard Drive Sub-Category 10K Generation SAS NHP Part Number 508429-001-10Pack Products ID 455695 Capacity 400GB Interface Serial Attached SCSI (SAS) Enclosure Internal Drive Dimensions 3.5 inches x 1/3H (Low Profile) Spindle Speed 10000RPM External Data Transfer 3072MB/s Seek Time 3.5ms HotSwap No Manufacturer Hewlett Packard Pre-Failure Warranty Yes Hot Swap Tray Not Included Package Qty 1 508429-001 Compatible Servers: DL120 G5 DL120 G6 G7 ML110 G4 ML110 G5 ML115 G1 ML115 G5 ML150 G5 ML150 G6 G7 ML330 G6," ""Null"", ""508429-001 HP 400-GB 10K 3.5 DP NHP SAS"" Price 508429-001-10Pack"" ""New 508429-001 SAS 10 Pack Wholesale"
2627107,"""HP Enterprise""","""Description:5 x 400GB Serial Attached SCSI (SAS) 10K 3.5-inch Dual Port Hot-Plug Hard DriveIn HPE Hot-Plug Hard Drive tray (as pictured)For G1-G7 Proliant SAS ServersGenuine HPE serial number and firmwareGenuine HPE Certified Hard DrivePart Number(s)
Option Part# 459508-B21
Spare Part# 456896-001
Assembly Part# 455543-001
Model# DD400B8541"" ", Specifications: Category Proliant HardDrive Sub-Category 10K Generation SAS Part Number 456896-001-5Pack Products ID 455698 Capacity 400GB Interface Serial Attached SCSI (SAS) Enclosure Internal Drive Dimensions 3.5 inches x 1/3H (Low Profile) Spindle Speed 10000RPM External Data Transfer 3GB/s Seek Time 3.5ms HotSwap Yes Manufacturer Hewlett Packard Pre-Failure Warranty Yes Hot Swap Tray Included/Attached Ports Dual Port," ""456896-001 HP 400-GB 10K 3.5 DP SAS"", ""Null"" ""New 456896-001 SAS 5 Pack Wholesale Price 456896-001-5Pack"""
9873026,"""HP Enterprise""","""Description: Proliant DL360R G3 Xeon 2.8GHz/512K-400fsb 1GBHewlett-Packard Part# 308724-001 
"" "," Specifications: Category Proliant Server Sub-Category DL360R Generation G3 Part Number 308724-001 Products ID 14276 Chipset ServerWorks Grand Champion LE Form Factor Rack-Mountable Processors Xeon 2.8 GHz Processors Qty 1 Installed Memory 1024 MB (DDR SDRAM) Platform Speed 2.8 GHz Socket Type Socket 604 Storage Controller Type DMA/ATA (Ultra) x 1 Bus Speed 533 MHz Video Output Interface PCI Number of Memory slots 4 x 184 Pin DIMMs Supported RAM speeds 266 MHz RAID support RAID 0, RAID 1, RAID 10, RAID 5"," ""308724-001 DL360R G3 X2.8GHz 512K 1GB"", ""Null"" Price 308724-001"" 1GB Wholesale 308724-001"
14243445,"""HP Enterprise"""," ""Description: 512MB DIMM DDR PC2700 ECCPart# 370780-001""", Specifications: Category Proliant Memory Sub-Category Genuine HP Memory Generation 512MB Part Number 370780-001 Products ID 142682 Technology DDR RAM Capacity 512 MB Form Factor DIMM 184-Pin Application Server Memory Server Model HP Proliant Compatibility HP Proliant Servers Manufacturer Hewlett-Packard HP Serial Number Yes HP Logo Yes Guaranteed Genuine HP Yes," ""370780-001 HP 512MB DDR RAM PC2700"" ""Null"""
4538217,"""HP Enterprise""","""Description: 512MB DIMM DDR PC2700 ECCPart# 370780-001"" ", Specifications: Category Proliant Memory Sub-Category Genuine HP Memory Generation 512MB Part Number 370780-001 Products ID 142682 Technology DDR RAM Capacity 512 MB Form Factor DIMM 184-Pin Application Server Memory Server Model HP Proliant Compatibility HP Proliant Servers Manufacturer Hewlett-Packard HP Serial Number Yes HP Logo Yes Guaranteed Genuine HP Yes," ""370780-001 HP 512MB DDR RAM PC2700"", ""Null"" ""New 370780-001 PC2700 Wholesale Price 370780-001"""
15676937,"""HP Enterprise"""," ""Description:HP IB 4X DDR PCI-e Dual PORT Host Channel AdapterPart Number(s)Manufacturer Part# 483513-B21""", Specifications: Category Proliant Controller Sub-Category HCA Generation DL585 G2 Part Number 483513-B21 Products ID 458110 Manufacturer HP Product Type Network Adapter Form Factor Plug-In Card Cabling Type 4X Infiniband SFF-8470 Connectivity Technology Wired," ""483513-B21 HP DDR PCI-e Dual-Port HCA"" ""Null"""
1080282,"""HP Enterprise""","""Description:Proliant ML350 G4p 4U Tower Server
3.2GHz Xeon 512MB DDR2Hewlett-Packard Part# 356816-001"" ", Specifications: Category Proliant Server Sub-Category ML350T Generation G4p Part Number 356816-001 Products ID 143203 Processor Intel Xeon 3.2GHz Cache Memory Integrated 2MB Level 2 cache Standard Memory 512 MB (1 x 512MB) Network Controller Embedded NC7761 Gigabit Server Adapter Storage Controller Integrated two port SATA   Integrated dual channel U320 SCSI Adapte Internal Storage Hot Plug SATA - 4.5TB maximum Optical Drive 48x IDE (ATAPI) CD-ROM Drive Diskette Drive 1.44 MB Diskette Drive Form Factor Tower (5U)," ""356816-001 ML350T G4p Xeon 3.2 2MB 512MB"", ""Null"" Price 356816-001"" 512MB Wholesale 356816-001"
11104137,"""HP Enterprise""","""Description:Intel Xeon E5410 ML370 G5(2.33GHz/4-core/12MB/80W) CPQFull Processor Option KitPart Number(s)Option Part# 458418-B21"" ", Specifications: Category Proliant Processor Sub-Category Xeon Generation G5 Part Number 458418-B21 Products ID 455542 Product Type Processor Upgrade Processor Type Intel Xeon Processor Core Quad-Core Processor Qty 1 Clock Speed 2.33GHz Bus Speed 1333MHz FSB L2 Cache 12MB Process Technology 45nm Processor Socket Socket J LGA-771 Thermal Design Power 80W," ""458418-B21 HP E5410 2.33GHz ML370 G5"", ""Null"" ""New 458418-B21 G5 Wholesale Price 458418-B21"""
5871655,"""Speck""@en","""

  .feature-tab { background-color: #fff; padding: 1em 2em 3em; }
  .feature-tab h3 { font-size: 1.8em; margin: 0.5em 0; line-height: 1.2; }
  .feature-tab h4 { font-size: 1.4em; margin: 1.5em 0 0.5em; }
  .feature-tab ul { padding-left: 1em; }
  .feature-tab li { line-height: 1.4; margin-top: 0.7em; list-style-type: disc; }
  .feature-tab li:first-of-type { margin-top: 0; }
  .feature-tab p { line-height: 1.4; padding: 0.5em 0; font-size: 1.2em; }
  .feature-tab li, .feature-tab p { color: #444; }
  .feature-tab a, .feature-tab p a { color: #09c; }
  .pt_product-details .product-detail-wrapper .product-detail-back .tab-content-new { padding: 0; }



Speck's SmartShell® GLITTER case fits the 13-inch MacBook Pro with Touch Bar and 13-inch MacBook Pro without Touch Bar (2016 and 2017 models).

Speck's SmartShell GLITTER MacBook Pro 13"" case combines sparkling glitter crystals with a sleek hardshell design for shimmering protection against scratches, dents, and bumps.

This SmartShell GLITTER MacBook Pro 13"" case is designed for superior protection and durability. It's 47% stronger against bumps and punctures than our previous SeeThru cases. Redesigned corner clips hold the case securely onto your 13-inch MacBook Pro with Touch Bar and are 60% stronger than the clips on SeeThru cases to prevent breakage.

Glitter crystals in the SmartShell GLITTER MacBook Pro 13"" with Touch Bar cases add sparkle and shine to your MacBook. Our non-metallic glitter crystals are embedded in the case, so they won't scratch off or interfere with your computer’s connectivity. Our non-metallic glitter won't interfere with your computer's connectivity.

This lightweight, slim glitter MacBook Pro 13"" case is easy to install and fits closely to protect your MacBook against scratches. Rubberized feet on the bottom of the case keep your MacBook from sliding around on smooth surfaces.


""@en ",," ""SmartShell Glitter MacBook Pro 2016 13"" Cases""@en"
10447099,"""HP Enterprise"""," ""Description:Proliant DL320 G6 rack-mountable - 1U 1 x Xeon E5504 2GHz RAM 3GB SATA Hot-Swap 3.5-inch ATI ES1000Part Number(s)HP Part# 470065-235"""," Specifications: Category Proliant Server IDE Sub-Category DL320 Generation G6 Part Number 470065-235 Products ID 455704 Processor Type Xeon Intel Operating System Operating System Not Included Maximum Number of Processors 1 Processor Speed 2GHz Installed Memory 3GB Memory Socket DIMM 240-pin Memory Technology DDR3 SDRAM Maximum System Memory 24GB Cache Size 4MB Bus Speed 1066MHz Number of PCI Express Slots 1 Networking Data Gigabit Ethernet Rain Support RAID 0 , RAID 1 System Chipset Intel 5500"," ""470065-235 DL320 G6 Xeon E5504 2.0GHz"" ""Null"""
12425074,"""HP Enterprise""","""Description:Genuine HPE 1GB FBD PC2-5300(2x512MB) Single Rank Memory KitPart Number(s)
Option Part# 397409-B21"" ", Specifications: Category Proliant Memory Sub-Category Genuine HP Memory Generation PC2-5300 Part Number 397409-B21 Products ID 142197 Storage Capacity 1GB (2 x 512) Upgrade Type System Specific Technology DDR II SDRAM Memory Speed 667MHz (PC2-5300) Rank Single Application Server Memory Server Model HP Proliant Compatibility HP Proliant Servers Manufacturer Hewlett-Packard HP Serial Number Yes HP Logo Yes Guaranteed Genuine HP Yes 397409-B21 Compatible Servers: BL20p G4 BL460c BL480c BL680c G5 DL140 G3 DL160 G5 DL180 DL360 G5 DL380 G5 DL580 G5 ML150 G3 ML350 G5 ML370," ""397409-B21 HP 1GB (2x512MB) PC2-5300 SDRAM"", ""Null"" ""New 397409-B21 SDRAM Kit Wholesale Price 397409-B21"""
7303876,"""HP Enterprise"""," ""Description:HP 16GB (1x16GB) Dual Rank x4 PC3-14900R(DDR3-1866) Registered CAS-13 Memory KitPart Number(s) Option Part# 708641-B21 Spare 715274-001 Assembly 712383-081 HP SmartBuy Part## 708641-S21""",," ""708641-B21 HP 16GB (1x16GB) SDRAM DIMM"" ""Null"""
5716545,,"""HyperX FURY DDR3 memory delivers hassle-free, Plug-and-Play functionality that gets you in the game faster and instant performance that helps you win it. Its asymmetric, aggressive design lets you stand out from the crowd of ""squared"" designs and features quality aluminum and a diamond-cut finish."" ",," ""HyperX FURY - DDR4 16 GB: 2 x 8 GB DIMM 288-pin"" "" HyperX 288-pin HX421C14FB2K2/16 System Memory (RAM) CDW.com"
4205036,,"""DISPLAYPORT DP A HDMI PASIVO IN""@es ",," ""StarTech.com Adaptador Conversor de Vídeo DisplayPort a HDMI""@es ""Componentes PC Tu tienda online líder con precios más baratos! ""@es"
15227191,,"""DISPLAYPORT DP A HDMI PASIVO IN""@es ",," ""StarTech.com Adaptador Conversor de Vídeo DisplayPort a HDMI""@es ""Componentes PC Tu tienda online líder con precios más baratos! ""@es"
14412683,"""HP Enterprise"""," ""Description:HP Intel Xeon E5506 DL170h G6(2.13GHz/4-core/4MB/80W)Full Processor Option KitPart Number(s)Option Part# 583383-B21""", Specifications: Category Proliant Processor Sub-Category Xeon Generation G6 Part Number 583383-B21 Products ID 473034 Product Type Processor Board Processor Type Intel Xeon Processor Core Quad-Core Processor Qty 1 Clock Speed 2.13GHz QuickPath Interconnect 4.80GT/s L2 Cache 1MB L3 Cache 4MB Process Technology 45nm Processor Socket Socket B LGA-1366 Thermal Design Power 80W," ""583383-B21 HP Xeon E5506 2.13GHz DL170h G6"" ""Null"""
72675,"""HP Enterprise"""," ""Description:Intel Xeon E5506 DL/ML370 G6(2.13GHz/4-core/4MB/80W) DDR3Full Processor Option KitPart Number(s)Option Part# 495942-B21""", Specifications: Category Proliant Processor Sub-Category Xeon Generation G6 Part Number 495942-B21 Products ID 455561 Product Type Processor Upgrade Processor Type Intel Xeon Processor Core Quad-Core Processor Qty 1 Clock Speed 2.13GHz Bus Speed 800MHz L1 Cache 256KB L2 Cache 1MB L3 Cache 4MB 64-bit Processing Yes Process Technology 45nm Processor Socket Socket B LGA-1366 Thermal Design Power 80W 495942-B21 Compatible Servers: DL370 G6 G7 ML370 G6," ""Null"" ""495942-B21 HP E5506 2.13GHz ML370 G6"""
878895,"""Null""@nl",,," ""HP LaserJet Enterprise 700 Color MPF M775z+""@nl "" Printers - HP Store Netherlands""@nl"
5013957,"""HP Enterprise""","""Description:Genuine HPE 1GB FBD PC2-5300(2x512MB) Single Rank Memory KitPart Number(s)
Option Part# 397409-B21"" ", Specifications: Category Proliant Memory Sub-Category Genuine HP Memory Generation PC2-5300 Part Number 397409-B21 Products ID 142197 Storage Capacity 1GB (2 x 512) Upgrade Type System Specific Technology DDR II SDRAM Memory Speed 667MHz (PC2-5300) Rank Single Application Server Memory Server Model HP Proliant Compatibility HP Proliant Servers Manufacturer Hewlett-Packard HP Serial Number Yes HP Logo Yes Guaranteed Genuine HP Yes 397409-B21 Compatible Servers: BL20p G4 BL460c BL480c BL680c G5 DL140 G3 DL160 G5 DL180 DL360 G5 DL380 G5 DL580 G5 ML150 G3 ML350 G5 ML370," ""397409-B21 HP 1GB (2x512MB) PC2-5300 SDRAM"", ""Null"" ""New 397409-B21 SDRAM Kit Wholesale Price 397409-B21"""
1774929,"""HP Enterprise""","""Description:
 BL20PG2 Xeon 3.2GHz 1M (2P) BladeHewlett-Packard Part# 345020-B21

"" ",," ""345020-B21 BL20P G2 Xeon 3.2GHz 1M (2P)"", ""Null"" Price 345020-B21"" (2P) Wholesale 345020-B21"
8786270,"""HP Enterprise""","""Description:PL BL20p 3.06 Xeon 1P M1  512K SA5I+ NC7781 ILO   Manufacturer Part# 323146-B21"" "," Specifications: Category Proliant Server Sub-Category BL20 Generation Part Number 323146-B21 Products ID 6184 Chassis Form Factor: Blade Model: HP ProLiant BL20p Cache Memory (Installed): 512 KB RAM (installed) 512 MB RAM Technology: DDR SDRAM RAM (maximum): 8 GB Networking Protocol: Ethernet, Fast Ethernet, GB Ethernet Storage Controller RAID Level: RAID 0, RAID 1, RAID 10, RAID 5 Actual Weight: 50 lbs"," ""323146-B21 BL20p Xeon 3.06GHz"", ""Null"" 3.06GHz Wholesale 323146-B21 Price 323146-B21"""
8864865,"""HP Enterprise"""," ""Description:2 x StorageWorks 450GB 10K Fibre Channel40 pin 2GB/s HotSwap FCAL Hard Drive Part Number(s) Option Part# AP729A AP729B Spare 518736-001 Assembly 495276-002 Bare Model# BD450DAJZH""", Specifications: Category Storageworks HDD Sub-Category 10K Generation Fibre Channel Part Number 518736-001-2Pack Products ID 457310 Type Hard Drive Hot-Swap Form Factor 3.5 inch x 1 inch Plug-in Module Capacity 2 x 450GB Interface Type FC-AL Data Transfer Rate 2GB/s Rotational Speed 10000RPM Pins 40 Manufacturer HP/Compaq Pre-Failure Warranty Yes," ""518736-001 HP 450-GB 10K FC-AL "" ""Null"""
13396410,"""HP Enterprise"""," ""Description:Genuine HPE 2GB (2x1GB) Registered 266MHzDDR PC2100 ECC SDRAM Memory KitPart Number(s) Option Part# 300680-B21 (2 modules per Kit) Spare 300701-001 Assembly 261585-041 Kit)""", 300680-B21 Compatible Servers: BL20p G2 BL30p BL40p DL360 G3 DL380 G3 DL560 DL585 G1 ML370 G3," ""300680-B21 HP 2GB (2x1GB) 266MHz SDRAM Kit"" ""Null"""
3846666,"""HP Enterprise"""," ""Description:Genuine HPE 2GB (1x2MB) Memory ModuleSDRAM 266MHz Registered ECC PC2100Part Number(s) Option Part# 301044-B21 Spare 300702-001 Assembly 261586-051""", Specifications: Category Proliant Memory Sub-Category Genuine HP Memory Generation 266MHz Part Number 301044-B21 Products ID 8667 Application Server Memory Server Model HP Proliant Compatibility HP Proliant Servers Manufacturer Hewlett-Packard HP Serial Number Yes HP Logo Yes Guaranteed Genuine HP Yes," ""Null"" ""301044-B21 HP 2GB 266MHz SDRAM Module"""
15101227,"""SUN""","""Description:Sun 73GB 1 10K FCAL Drive for StorEdge 3510 ArraySun Part# XTA-3510-73GB-10K"" "," Specifications: Category Sun HardDrive Sub-Category 10K Generation Fibre Channel Part Number XTA-3510-73GB-10K Products ID 142914 Firmware Sun Original Access Time 5.0ms Drive Capacity 73 GB Data Storage Device Type SAS (Server attached storage) Hard Drive Device Type Hard drive for server/storage unit (Sun) Data Transfer Rate FCAL Interface Fibre Channel Rotational Speed 10,000 RPM Height 1"" Manufacturer Sun Microsystems Sun Original Yes"," ""XTA-3510-73-GB-10K (540-5629) Sun 73-GB"", ""Null"" 73-GB Wholesale XTA-3510-73-GB-10K Price XTA-3510-73GB-10K"""
4439192,"""HP Enterprise""","""Description:HP 60GB 2.5-inch Hot-Plug Midline (MDL)Serial ATA (SATA) SSD (Solid State Drive)For G1-G7 Proliant SATA ServersGenuine HPE serial number and firmwareGenuine HPE Certified Solid State DrivePart Number(s)
Option Part# 572071-B21
Spare Part# 572252-001
Assembly Part# 570774-001
Model# MK0060EAVDR"" ", Specifications:  Manufacturer DL165 Category Hard Drive Sub-Category Solid State Drive Generation SATA SSD Part Number DL165 572071-B21 Product ID 459587_DL165_HardDrives Type Solid State Drive Capacity 60GB Interface Type SATA Form Factor Small 2.5 inches (SFF) Transfer Rate 3GB/s Level MDL Hot Swap Yes," ""572071-B21 HP 60-GB 2.5 MDL SATA SSD"" ""DL165 G7 572071-B21 SSD Part# DL165 G7-572071-B21"""
16091484,"""HP Enterprise""","""Description:
 Proliant DL585 
Includes
4 x AMD Opteron 848 2.2GHz
8GB DDR ECC PC2100
24X CD-ROM Drive
4 x 146GB 10K Ultra320 Hot-Plug HardDrives.
Embedded NC7782 Dual Port PCI-X 10/100/1000T Gigabit network adapter
Smart Array 5i Plus Controller (Dual Channel  Ultra3) with Battery-Backed Write Cache Enabler (integrated on system board)

Integrated Lights-Out (iLO) Standard management (integrated on system board)

   Manufacturer Part# 356820-CT1
This is a Brand New Configured to Order
(CT1)  Proliant Server with a
3Yr On Site warranty from 
"" ",," ""356820-CT1 DL585 (4P) OPT 848 2.2GHz"", ""Null"" 2.2GHz Wholesale 356820-CT1 Price 356820-CT1"""
7329886,"""HP Enterprise""","""Description:2 x 72GB Serial Attached SCSI (SAS) 3.5-inch HotPlug 15K Dual Port Hot-Plug Hard DriveIn HPE Hot-Plug Hard Drive tray (as pictured)For G1-G7 Proliant SAS ServersGenuine HPE serial number and firmwareGenuine HPE Certified Hard DrivePart Number(s)
Option Part# 384852-B21
Spare Part# 389343-001
Assembly Part# 417190-002
Model# DF072BB6BC"" ", Specifications: Category Proliant HardDrive Sub-Category 15K Generation SAS Part Number 417190-002-2Pack Products ID 455232 Capacity 72GB Interface Serial Attached SCSI (SAS) Enclosure Internal Drive Dimensions 3.5 inches x 1/3H (Low Profile) Spindle Speed 15000RPM External Data Transfer 300MB/s Seek Time 3.5ms HotSwap Yes Manufacturer Hewlett Packard Pre-Failure Warranty Yes Hot Swap Tray Included/Attached," ""417190-002 HP 72-GB 15K 3.5 DP SAS"", ""Null"" Price 417190-002-2Pack"" ""New 417190-002 SAS 2 Pack Wholesale"
8676054,"""HP Enterprise""","""Description:Genuine HPE 4GB (1x4GB) PC3-8500 Registered CAS 7Quad Rank x8 Low Power DRAM Memory Kit Part Number(s)
Option Part# 500660-B21 (1 module per Kit)
Spare Part# 501535-001
Assembly Part# 500204-061"" ", Specifications: Category Proliant Memory Sub-Category Genuine HP Memory Generation 1066MHz Part Number 500660-B21 Products ID 455469 Storage Capacity 4GB (1 x 4GB) Technology DDR3 DRAM Form Factor DIMM 240-pin Memory Speed 1066MHz (PC3-8500R-7) Application Server Memory Server Model HP Proliant Compatibility HP Proliant Servers Manufacturer Hewlett-Packard HP Serial Number Yes HP Logo Yes Guaranteed Genuine HP Yes 500660-B21 Compatible Servers: BL280c G6 G7 BL460c G6 G7 DL1000 DL120 G6 G7 DL160 G6 G7 DL160se G6 G7 DL170h DL180 G6 G7 DL320 G6 G7 DL360 G6 G7 DL370 G6 G7 DL380 G6 G7 ML150 G6 G7 ML330 G6 G7 ML350 G6 G7 ML370 G6," ""500660-B21 HP 4GB (1x4GB) PC3-8500 RDIMM"", ""Null"" ""New 500660-B21 RDIMM Wholesale Price 500660-B21"""
9499409,,,," ""Corsair AF140 Led Blanco 140mm""@es"
3877543,"""HP Enterprise"""," ""Description:Proliant Remote Insight Board Lights Out Edition (LOE)Part Number(s)HP Part# 157866-001"""," Specifications: Category Proliant Option Sub-Category Insight Board Generation Part Number 157866-001 Products ID 12002 Type Remote Management Adapter Form Factor Plug-in Card Interface PCI Connectivity Cable Platform PC - Unix Package Qty 1 Data Link Protocol Ethernet, Fast Ethernet Cabling Type Ethernet 100Base-TX - Ethernet 10Base-T"," ""157866-001 HP Proliant Remote Insight Board"" ""Null"""
